,logFC,logCPM,PValue,FDR,,,,,,,,,,,,,,,,,,,
GRMZM2G153450,-0.199925383,1.571262492,0.659710201,0.855381083,,,,,,,,,,,,,,,,,,,
GRMZM2G042712,0.172608491,1.34256102,0.659744966,0.855381083,,,,,,,,,,,,,,,,,,,
GRMZM2G702059,-0.115945863,4.012757246,0.659751445,0.855381083,,,,,,,,,,,,,,,,,,,
GRMZM2G085661,0.309461,2.389608912,0.659789485,0.855381083,,,,,,,,,,,,,,,,,,,
GRMZM2G047422,0.230861279,1.121559386,0.659794505,0.855381083,,,,,,,,,,,,,,,,,,,
GRMZM2G164359,0.142141562,2.6607483,0.659854565,0.85540945,,,,,,,,,,,,,,,,,,,
GRMZM2G106590,0.108059052,5.385982094,0.659945471,0.855477764,,,,,,,,,,,,,,,,,,,
GRMZM2G147500,0.123091563,4.243073962,0.659983626,0.855477764,,,,,,,,,,,,,,,,,,,
GRMZM2G017334,-0.141471359,2.634755994,0.660044736,0.85550748,,,,,,,,,,,,,,,,,,,
GRMZM2G119314,0.079994977,4.632418177,0.660174291,0.855537018,,,,,,,,,,,,,,,,,,,
GRMZM2G119546,0.074632875,4.920933757,0.660194502,0.855537018,,,,,,,,,,,,,,,,,,,
GRMZM2G378452,-0.289630912,0.958650085,0.660237204,0.855537018,,,,,,,,,,,,,,,,,,,
GRMZM2G032551,-0.22068678,1.806773372,0.660248819,0.855537018,,,,,,,,,,,,,,,,,,,
GRMZM2G121123,0.173437675,2.781832503,0.66025845,0.855537018,,,,,,,,,,,,,,,,,,,
GRMZM2G149295,0.241828305,0.829780463,0.660387981,0.855655373,,,,,,,,,,,,,,,,,,,
GRMZM5G852099,-0.207701853,1.694773053,0.660451142,0.855679692,,,,,,,,,,,,,,,,,,,
GRMZM2G100579,0.065479436,5.61069408,0.660490396,0.855679692,,,,,,,,,,,,,,,,,,,
GRMZM2G020471,0.495632485,0.301736963,0.660528076,0.855679692,,,,,,,,,,,,,,,,,,,
GRMZM2G099542,0.10711899,3.973901274,0.660559516,0.855679692,,,,,,,,,,,,,,,,,,,
GRMZM2G007899,-0.255746473,1.604164249,0.660612443,0.855682097,,,,,,,,,,,,,,,,,,,
GRMZM2G017835,0.069888437,6.7290659,0.660674604,0.855682097,,,,,,,,,,,,,,,,,,,
GRMZM2G123714,-0.261062428,0.562812783,0.660747965,0.855682097,,,,,,,,,,,,,,,,,,,
GRMZM2G103512,-0.350584996,1.244452072,0.660770847,0.855682097,,,,,,,,,,,,,,,,,,,
GRMZM2G314692,-0.162033194,5.252982583,0.66081382,0.855682097,,,,,,,,,,,,,,,,,,,
GRMZM2G133226,0.128166916,3.863586068,0.660821541,0.855682097,,,,,,,,,,,,,,,,,,,
GRMZM2G150932,-0.078137048,5.826998177,0.660828713,0.855682097,,,,,,,,,,,,,,,,,,,
AC214236.3_FG001,-0.556652805,0.311504059,0.660916696,0.855723711,,,,,,,,,,,,,,,,,,,
GRMZM2G017086,-0.066871868,5.655376003,0.660983054,0.855723711,,,,,,,,,,,,,,,,,,,
GRMZM2G007130,0.229354379,1.614141722,0.660984865,0.855723711,,,,,,,,,,,,,,,,,,,
GRMZM2G174949,0.108293515,5.673253636,0.661013625,0.855723711,,,,,,,,,,,,,,,,,,,
GRMZM2G472023,-0.107274799,3.716872637,0.661066595,0.855742839,,,,,,,,,,,,,,,,,,,
GRMZM2G310431,0.198187587,2.983556875,0.661233565,0.855909528,,,,,,,,,,,,,,,,,,,
GRMZM2G153536,-0.364477411,2.216975028,0.661651289,0.856369714,,,,,,,,,,,,,,,,,,,
GRMZM2G172376,0.067441929,4.799964461,0.661690382,0.856369714,,,,,,,,,,,,,,,,,,,
GRMZM2G453855,0.289328154,0.906908609,0.661703749,0.856369714,,,,,,,,,,,,,,,,,,,
GRMZM2G142443,-0.085288859,4.337706003,0.661743743,0.856372008,,,,,,,,,,,,,,,,,,,
GRMZM2G301246,0.182077466,2.174534277,0.662039184,0.856704859,,,,,,,,,,,,,,,,,,,
GRMZM5G821027,0.257223943,0.653278683,0.662151869,0.856784368,,,,,,,,,,,,,,,,,,,
GRMZM2G030350,-0.131138538,5.146433009,0.662180076,0.856784368,,,,,,,,,,,,,,,,,,,
GRMZM2G056482,0.340589408,1.611735463,0.662215349,0.856784368,,,,,,,,,,,,,,,,,,,
GRMZM2G052991,-0.629038766,0.055798282,0.662260614,0.856793455,,,,,,,,,,,,,,,,,,,
GRMZM2G352428,-0.24900762,0.670604254,0.662316831,0.85681671,,,,,,,,,,,,,,,,,,,
GRMZM2G312501,0.112229915,3.449433528,0.662399995,0.856866705,,,,,,,,,,,,,,,,,,,
GRMZM2G119749,-0.100467934,3.779217366,0.662431966,0.856866705,,,,,,,,,,,,,,,,,,,
GRMZM2G139617,-0.098060473,4.530533223,0.662546131,0.856964904,,,,,,,,,,,,,,,,,,,
GRMZM2G157836,-0.112613129,4.437166085,0.662622221,0.856998477,,,,,,,,,,,,,,,,,,,
GRMZM2G125487,-0.132962321,3.547300847,0.662652814,0.856998477,,,,,,,,,,,,,,,,,,,
GRMZM2G010831,0.203847034,2.533058056,0.662686838,0.856998477,,,,,,,,,,,,,,,,,,,
GRMZM2G400694,-0.246918363,1.654011212,0.662845916,0.857023836,,,,,,,,,,,,,,,,,,,
GRMZM2G001084,-0.073113434,6.631085726,0.662879771,0.857023836,,,,,,,,,,,,,,,,,,,
GRMZM5G851103,-0.229918553,2.70553281,0.662892921,0.857023836,,,,,,,,,,,,,,,,,,,
GRMZM2G077486,0.099428001,4.473910396,0.662895102,0.857023836,,,,,,,,,,,,,,,,,,,
GRMZM2G003068,-0.177755195,1.318831358,0.662922287,0.857023836,,,,,,,,,,,,,,,,,,,
GRMZM2G140587,-0.106008625,3.54075228,0.662935957,0.857023836,,,,,,,,,,,,,,,,,,,
GRMZM2G037469,-0.149411997,3.085969953,0.662986162,0.857032712,,,,,,,,,,,,,,,,,,,
GRMZM2G159535,0.085284968,5.850724784,0.663055181,0.857032712,,,,,,,,,,,,,,,,,,,
GRMZM2G024865,-0.094358662,6.253395227,0.663089745,0.857032712,,,,,,,,,,,,,,,,,,,
GRMZM2G439784,0.242473771,2.197189154,0.663109455,0.857032712,,,,,,,,,,,,,,,,,,,
GRMZM2G137869,-0.280188116,1.0067573,0.663139463,0.857032712,,,,,,,,,,,,,,,,,,,
GRMZM2G084062,0.083842134,5.298506719,0.663172333,0.857032712,,,,,,,,,,,,,,,,,,,
GRMZM2G154043,-0.325221662,1.069111802,0.663223742,0.857049714,,,,,,,,,,,,,,,,,,,
GRMZM2G026656,0.137724304,2.970492162,0.663296809,0.857094701,,,,,,,,,,,,,,,,,,,
GRMZM2G130010,0.125445329,3.683454688,0.663338313,0.857098898,,,,,,,,,,,,,,,,,,,
GRMZM2G151529,-0.147591061,3.193098132,0.663417772,0.857104556,,,,,,,,,,,,,,,,,,,
GRMZM2G536603,-0.538655752,1.242323299,0.663431408,0.857104556,,,,,,,,,,,,,,,,,,,
GRMZM2G007248,-0.261397118,1.362893716,0.663457457,0.857104556,,,,,,,,,,,,,,,,,,,
GRMZM2G172829,-0.083692698,3.782614907,0.663505545,0.857107444,,,,,,,,,,,,,,,,,,,
GRMZM2G323936,-0.305382812,0.66957081,0.663536202,0.857107444,,,,,,,,,,,,,,,,,,,
GRMZM2G057841,0.234880886,1.292319039,0.66366967,0.857230425,,,,,,,,,,,,,,,,,,,
GRMZM2G367834,0.070560457,5.228966981,0.663793046,0.85729354,,,,,,,,,,,,,,,,,,,
GRMZM2G107987,-0.235327149,2.965810541,0.663811528,0.85729354,,,,,,,,,,,,,,,,,,,
GRMZM2G023037,0.065240237,6.363195228,0.663833324,0.85729354,,,,,,,,,,,,,,,,,,,
GRMZM2G106164,0.091942528,6.66101112,0.663913572,0.857347757,,,,,,,,,,,,,,,,,,,
GRMZM2G160585,0.152833792,2.01934286,0.664155882,0.857611235,,,,,,,,,,,,,,,,,,,
GRMZM2G016312,-0.258983614,1.038291201,0.664426185,0.857834894,,,,,,,,,,,,,,,,,,,
GRMZM2G159956,-0.111095036,4.775659171,0.664443286,0.857834894,,,,,,,,,,,,,,,,,,,
GRMZM2G089850,0.142025038,2.313413326,0.664443952,0.857834894,,,,,,,,,,,,,,,,,,,
GRMZM2G170326,-0.121424426,2.662123992,0.664537745,0.85790655,,,,,,,,,,,,,,,,,,,
GRMZM2G333045,-0.264406316,1.551173356,0.664694512,0.85800733,,,,,,,,,,,,,,,,,,,
GRMZM2G082007,0.111661523,4.650633979,0.664697234,0.85800733,,,,,,,,,,,,,,,,,,,
GRMZM2G064031,-0.063884642,5.283570458,0.664730696,0.85800733,,,,,,,,,,,,,,,,,,,
GRMZM5G870446,0.144579809,3.695275319,0.664968783,0.858265198,,,,,,,,,,,,,,,,,,,
GRMZM2G313009,-0.074236755,6.808296919,0.665093619,0.858376874,,,,,,,,,,,,,,,,,,,
GRMZM2G151923,0.075023048,6.224665696,0.66520994,0.858410276,,,,,,,,,,,,,,,,,,,
GRMZM2G441444,0.295659299,2.307685725,0.665214535,0.858410276,,,,,,,,,,,,,,,,,,,
GRMZM2G051720,0.169177577,3.483984381,0.665255374,0.858410276,,,,,,,,,,,,,,,,,,,
GRMZM2G161905,0.353428603,1.243912225,0.665346307,0.858410276,,,,,,,,,,,,,,,,,,,
GRMZM2G175799,-0.088080099,4.100531157,0.665358939,0.858410276,,,,,,,,,,,,,,,,,,,
AC209784.3_FG007,-0.273932323,0.859519972,0.665383251,0.858410276,,,,,,,,,,,,,,,,,,,
GRMZM2G159161,-0.299617854,2.099418266,0.665394923,0.858410276,,,,,,,,,,,,,,,,,,,
GRMZM2G379021,-0.15301832,3.392707945,0.665428869,0.858410276,,,,,,,,,,,,,,,,,,,
GRMZM2G112366,-0.090154013,4.028691646,0.665476927,0.858410276,,,,,,,,,,,,,,,,,,,
GRMZM5G802858,-0.112739618,2.509268291,0.665502633,0.858410276,,,,,,,,,,,,,,,,,,,
GRMZM2G079956,0.138659828,5.488479795,0.665552469,0.858425137,,,,,,,,,,,,,,,,,,,
GRMZM2G077293,0.177674617,1.793516387,0.665616067,0.858457747,,,,,,,,,,,,,,,,,,,
GRMZM2G174730,-0.155504852,2.84078669,0.665715284,0.858470847,,,,,,,,,,,,,,,,,,,
GRMZM5G805609,0.265950981,0.731572102,0.665715948,0.858470847,,,,,,,,,,,,,,,,,,,
GRMZM2G045976,-0.124234679,2.631944979,0.665741172,0.858470847,,,,,,,,,,,,,,,,,,,
GRMZM2G062552,-0.127437036,4.194774353,0.6658101,0.858510318,,,,,,,,,,,,,,,,,,,
GRMZM2G150193,-0.12245781,3.630809198,0.665960158,0.85865439,,,,,,,,,,,,,,,,,,,
GRMZM2G115398,-0.095218716,4.078879988,0.666334495,0.859044847,,,,,,,,,,,,,,,,,,,
GRMZM2G015384,-0.073815787,5.194703908,0.666339674,0.859044847,,,,,,,,,,,,,,,,,,,
GRMZM2G110726,-0.12453367,2.798903493,0.666413126,0.859090108,,,,,,,,,,,,,,,,,,,
GRMZM2G474658,0.088689705,6.210404026,0.666568879,0.859241456,,,,,,,,,,,,,,,,,,,
GRMZM2G058039,0.065337447,6.88723059,0.666657419,0.859306148,,,,,,,,,,,,,,,,,,,
GRMZM2G481052,-0.327285645,0.65251718,0.666743031,0.859351687,,,,,,,,,,,,,,,,,,,
GRMZM2G132069,0.100954676,6.099640089,0.66679764,0.859351687,,,,,,,,,,,,,,,,,,,
GRMZM2G431900,-0.074818013,5.005041308,0.666835147,0.859351687,,,,,,,,,,,,,,,,,,,
GRMZM2G433025,-0.080361593,6.076195486,0.666855133,0.859351687,,,,,,,,,,,,,,,,,,,
GRMZM2G166441,-0.118651554,3.098966206,0.666896509,0.859351687,,,,,,,,,,,,,,,,,,,
GRMZM2G022014,0.117422281,3.714582632,0.666922881,0.859351687,,,,,,,,,,,,,,,,,,,
GRMZM2G127115,-0.193948278,2.306438497,0.667082691,0.859489756,,,,,,,,,,,,,,,,,,,
GRMZM2G064725,0.088718431,3.993789889,0.667106755,0.859489756,,,,,,,,,,,,,,,,,,,
GRMZM2G053554,-0.085051739,4.850856625,0.667154384,0.859490046,,,,,,,,,,,,,,,,,,,
AC217840.3_FG001,-0.106117254,4.496000715,0.667183704,0.859490046,,,,,,,,,,,,,,,,,,,
GRMZM2G038950,0.123554078,2.648590842,0.667379694,0.859643739,,,,,,,,,,,,,,,,,,,
GRMZM2G159105,0.311503535,1.071931998,0.667379745,0.859643739,,,,,,,,,,,,,,,,,,,
GRMZM2G102601,-0.064145145,4.760898436,0.667442866,0.859646635,,,,,,,,,,,,,,,,,,,
GRMZM2G145827,-0.134880202,2.306416774,0.667458731,0.859646635,,,,,,,,,,,,,,,,,,,
GRMZM2G569458,0.222504993,1.803337675,0.667724069,0.859938941,,,,,,,,,,,,,,,,,,,
GRMZM2G149414,0.078767,5.368524079,0.6678245,0.860018849,,,,,,,,,,,,,,,,,,,
GRMZM2G048277,-0.08524259,7.167421657,0.667889132,0.860052646,,,,,,,,,,,,,,,,,,,
GRMZM2G059365,-0.098983952,4.846857714,0.668014582,0.860164754,,,,,,,,,,,,,,,,,,,
GRMZM2G060727,-0.287076458,0.835500079,0.668107692,0.860235208,,,,,,,,,,,,,,,,,,,
GRMZM2G154864,-0.101747041,4.39764407,0.668220116,0.860330519,,,,,,,,,,,,,,,,,,,
GRMZM5G842484,-0.273352668,2.063268663,0.668372066,0.860399747,,,,,,,,,,,,,,,,,,,
GRMZM2G052926,-0.086352329,3.753076106,0.668380776,0.860399747,,,,,,,,,,,,,,,,,,,
GRMZM2G157019,0.136647209,3.87214256,0.668416787,0.860399747,,,,,,,,,,,,,,,,,,,
GRMZM2G335978,0.234900254,0.939058574,0.668469176,0.860399747,,,,,,,,,,,,,,,,,,,
GRMZM2G049716,0.340431733,1.164268796,0.668488971,0.860399747,,,,,,,,,,,,,,,,,,,
GRMZM2G027023,-0.10083996,4.289743203,0.668543016,0.860399747,,,,,,,,,,,,,,,,,,,
GRMZM2G156238,-0.111253145,4.166668705,0.668580154,0.860399747,,,,,,,,,,,,,,,,,,,
GRMZM2G089421,0.120435528,3.848883283,0.668581102,0.860399747,,,,,,,,,,,,,,,,,,,
GRMZM2G100620,-0.111211067,3.481938832,0.668699678,0.860502917,,,,,,,,,,,,,,,,,,,
GRMZM2G065893,-0.115346671,3.203880623,0.66877383,0.860505375,,,,,,,,,,,,,,,,,,,
GRMZM2G445423,-0.266744371,1.085048959,0.668800328,0.860505375,,,,,,,,,,,,,,,,,,,
AC205376.4_FG003,0.162184429,4.363424453,0.668816809,0.860505375,,,,,,,,,,,,,,,,,,,
GRMZM2G307262,-0.422576317,0.25259136,0.668899971,0.860562955,,,,,,,,,,,,,,,,,,,
GRMZM2G054481,0.084839498,4.91814348,0.668941068,0.860566412,,,,,,,,,,,,,,,,,,,
GRMZM5G857641,0.128767134,4.241710306,0.669138582,0.860753473,,,,,,,,,,,,,,,,,,,
GRMZM2G158342,-0.209693687,1.322363957,0.669163311,0.860753473,,,,,,,,,,,,,,,,,,,
GRMZM2G046729,-0.160060515,2.058830142,0.669368373,0.860921851,,,,,,,,,,,,,,,,,,,
GRMZM2G058745,-0.11328737,3.502322345,0.669371062,0.860921851,,,,,,,,,,,,,,,,,,,
GRMZM2G106917,-0.113756321,5.636569317,0.669617385,0.861189227,,,,,,,,,,,,,,,,,,,
GRMZM2G040627,-0.206771958,1.553109276,0.669657539,0.861191434,,,,,,,,,,,,,,,,,,,
GRMZM2G147780,0.224053036,3.344878994,0.669826444,0.861359208,,,,,,,,,,,,,,,,,,,
GRMZM2G005205,0.19243115,1.563345606,0.669893296,0.861373437,,,,,,,,,,,,,,,,,,,
GRMZM2G044697,-0.079006882,6.811732604,0.6699144,0.861373437,,,,,,,,,,,,,,,,,,,
GRMZM2G134424,-0.113255026,3.50184967,0.670000903,0.861435225,,,,,,,,,,,,,,,,,,,
GRMZM2G337196,-0.17399232,2.206774528,0.670057384,0.861458408,,,,,,,,,,,,,,,,,,,
GRMZM2G076769,-0.428627722,0.322894829,0.670151544,0.861496731,,,,,,,,,,,,,,,,,,,
GRMZM2G126447,0.110247015,5.361158402,0.670164094,0.861496731,,,,,,,,,,,,,,,,,,,
GRMZM2G032314,0.099894512,3.323765188,0.670276532,0.861568073,,,,,,,,,,,,,,,,,,,
GRMZM2G172322,0.072128234,7.050126276,0.6702965,0.861568073,,,,,,,,,,,,,,,,,,,
GRMZM2G579772,-0.512986532,1.77048365,0.670347034,0.861583599,,,,,,,,,,,,,,,,,,,
GRMZM2G068010,0.147291235,2.100025905,0.6704638,0.861684245,,,,,,,,,,,,,,,,,,,
GRMZM2G117439,-0.084658083,4.958405929,0.670590087,0.861797115,,,,,,,,,,,,,,,,,,,
GRMZM2G098884,-0.082926538,7.315325032,0.670686108,0.861806095,,,,,,,,,,,,,,,,,,,
GRMZM2G343570,0.327237421,2.745729797,0.670726506,0.861806095,,,,,,,,,,,,,,,,,,,
GRMZM2G073731,-0.248651366,2.121522618,0.67075326,0.861806095,,,,,,,,,,,,,,,,,,,
GRMZM2G021508,0.674157599,1.779756337,0.670762452,0.861806095,,,,,,,,,,,,,,,,,,,
GRMZM5G806449,0.084758251,6.489451217,0.670789399,0.861806095,,,,,,,,,,,,,,,,,,,
GRMZM2G432722,-0.312834895,3.602136854,0.670920305,0.861924853,,,,,,,,,,,,,,,,,,,
GRMZM2G089355,0.135585168,2.011589783,0.671008577,0.86197153,,,,,,,,,,,,,,,,,,,
GRMZM2G010044,0.230868994,1.170980441,0.671033583,0.86197153,,,,,,,,,,,,,,,,,,,
GRMZM2G300624,0.164344073,1.60303203,0.67128091,0.862239797,,,,,,,,,,,,,,,,,,,
GRMZM2G320920,0.149142112,2.901273847,0.671338411,0.862247159,,,,,,,,,,,,,,,,,,,
GRMZM2G074102,-0.105758866,3.454670023,0.67136361,0.862247159,,,,,,,,,,,,,,,,,,,
GRMZM2G016250,0.114046026,4.778909498,0.671675259,0.862597969,,,,,,,,,,,,,,,,,,,
GRMZM2G058087,-0.245069181,1.419247872,0.671770038,0.862603838,,,,,,,,,,,,,,,,,,,
GRMZM5G859330,0.312060455,1.535513053,0.671783803,0.862603838,,,,,,,,,,,,,,,,,,,
GRMZM2G013196,-0.455878266,1.129731171,0.67179533,0.862603838,,,,,,,,,,,,,,,,,,,
GRMZM2G081013,0.091120016,4.835378631,0.671854064,0.862629816,,,,,,,,,,,,,,,,,,,
GRMZM2G015832,0.188109381,1.668436857,0.671921178,0.862661773,,,,,,,,,,,,,,,,,,,
GRMZM2G476843,0.143046347,4.371951517,0.671981419,0.862661773,,,,,,,,,,,,,,,,,,,
GRMZM2G089498,-0.074757055,4.864161343,0.671994462,0.862661773,,,,,,,,,,,,,,,,,,,
GRMZM2G000581,-0.265464676,1.263746728,0.672045971,0.862678468,,,,,,,,,,,,,,,,,,,
GRMZM2G093096,-0.065309314,8.888159233,0.67219952,0.862804952,,,,,,,,,,,,,,,,,,,
GRMZM2G024499,0.197921545,1.415597084,0.672259155,0.862804952,,,,,,,,,,,,,,,,,,,
GRMZM2G114758,0.084957296,4.403309453,0.672260033,0.862804952,,,,,,,,,,,,,,,,,,,
GRMZM2G111247,-0.070173563,5.546842814,0.672305957,0.862806697,,,,,,,,,,,,,,,,,,,
GRMZM2G013790,0.0929948,5.357834557,0.67233925,0.862806697,,,,,,,,,,,,,,,,,,,
GRMZM2G428905,0.271899084,4.274246116,0.672403858,0.862806697,,,,,,,,,,,,,,,,,,,
GRMZM2G522066,-0.199253499,1.314229676,0.672415431,0.862806697,,,,,,,,,,,,,,,,,,,
GRMZM2G406119,0.12558123,2.42666468,0.672618676,0.863018064,,,,,,,,,,,,,,,,,,,
GRMZM2G115716,-0.259494681,2.309842736,0.672673503,0.863038987,,,,,,,,,,,,,,,,,,,
AC155624.2_FG006,-0.080269436,3.844312169,0.672754845,0.863091466,,,,,,,,,,,,,,,,,,,
AC193598.3_FG002,-0.258266932,0.545990187,0.672791451,0.863091466,,,,,,,,,,,,,,,,,,,
AC213463.3_FG002,0.083957664,3.832532634,0.672904495,0.863133546,,,,,,,,,,,,,,,,,,,
GRMZM2G480074,0.568993402,4.251935115,0.672963189,0.863133546,,,,,,,,,,,,,,,,,,,
GRMZM2G064558,0.492782749,1.108587538,0.672967561,0.863133546,,,,,,,,,,,,,,,,,,,
GRMZM2G072513,-0.091784386,3.819536109,0.672979657,0.863133546,,,,,,,,,,,,,,,,,,,
GRMZM2G091503,-0.113798149,3.898506147,0.673066834,0.863133546,,,,,,,,,,,,,,,,,,,
GRMZM2G078414,-0.265283053,1.087076583,0.673083802,0.863133546,,,,,,,,,,,,,,,,,,,
GRMZM2G117240,-0.115655615,5.051786446,0.673093922,0.863133546,,,,,,,,,,,,,,,,,,,
GRMZM2G004377,-0.082796057,7.841304446,0.673178095,0.863159219,,,,,,,,,,,,,,,,,,,
GRMZM2G123459,0.106022744,3.361245767,0.673190993,0.863159219,,,,,,,,,,,,,,,,,,,
GRMZM2G376809,-0.200955985,1.342022573,0.673267574,0.863208012,,,,,,,,,,,,,,,,,,,
GRMZM2G017257,0.065888409,8.421995337,0.673342804,0.863255066,,,,,,,,,,,,,,,,,,,
GRMZM2G066867,0.108854105,5.018313254,0.673425926,0.863285753,,,,,,,,,,,,,,,,,,,
GRMZM2G123107,0.267802898,1.796000075,0.673500576,0.863285753,,,,,,,,,,,,,,,,,,,
GRMZM2G105827,0.096613001,5.367302617,0.673505567,0.863285753,,,,,,,,,,,,,,,,,,,
GRMZM2G127521,0.189825495,3.409155419,0.673520864,0.863285753,,,,,,,,,,,,,,,,,,,
GRMZM2G496962,0.503068995,0.081917139,0.673723584,0.863496191,,,,,,,,,,,,,,,,,,,
GRMZM5G897122,-0.677734079,0.081408137,0.673945792,0.863731579,,,,,,,,,,,,,,,,,,,
GRMZM2G148098,-0.113052772,7.831769339,0.674037987,0.863772587,,,,,,,,,,,,,,,,,,,
GRMZM2G463738,-0.323306805,0.565437614,0.674079451,0.863772587,,,,,,,,,,,,,,,,,,,
GRMZM2G428933,0.113026144,3.775115154,0.674119785,0.863772587,,,,,,,,,,,,,,,,,,,
GRMZM5G898668,-0.149115572,4.58663792,0.674132,0.863772587,,,,,,,,,,,,,,,,,,,
GRMZM2G081857,-0.107571865,3.017818705,0.674342695,0.863926413,,,,,,,,,,,,,,,,,,,
GRMZM2G582150,-0.436575944,0.476105887,0.674471702,0.863926413,,,,,,,,,,,,,,,,,,,
GRMZM5G852543,-0.221590699,1.449929645,0.674471895,0.863926413,,,,,,,,,,,,,,,,,,,
GRMZM2G173700,-0.087367212,3.663118547,0.674487562,0.863926413,,,,,,,,,,,,,,,,,,,
GRMZM2G033649,-0.199822307,1.689161384,0.674497814,0.863926413,,,,,,,,,,,,,,,,,,,
GRMZM2G068331,0.395061855,0.417245166,0.674509651,0.863926413,,,,,,,,,,,,,,,,,,,
GRMZM2G144857,0.183146275,2.004827456,0.674541357,0.863926413,,,,,,,,,,,,,,,,,,,
GRMZM2G106526,-0.168898154,1.590530912,0.674560529,0.863926413,,,,,,,,,,,,,,,,,,,
GRMZM2G464382,0.241154106,1.558489479,0.674602429,0.86393069,,,,,,,,,,,,,,,,,,,
GRMZM2G398357,-0.367874947,1.124518718,0.674795673,0.864128775,,,,,,,,,,,,,,,,,,,
GRMZM2G524937,-0.160176628,2.464147599,0.674845549,0.864143254,,,,,,,,,,,,,,,,,,,
GRMZM5G878205,0.338894805,0.365095444,0.675062819,0.864372069,,,,,,,,,,,,,,,,,,,
GRMZM2G017249,-0.089532045,9.428480061,0.675271573,0.864583345,,,,,,,,,,,,,,,,,,,
GRMZM2G459702,-0.115180652,4.310834556,0.675305,0.864583345,,,,,,,,,,,,,,,,,,,
GRMZM2G108586,0.163594662,1.593188489,0.675439964,0.864706725,,,,,,,,,,,,,,,,,,,
GRMZM2G108959,-0.11543947,4.392199936,0.675556668,0.864806717,,,,,,,,,,,,,,,,,,,
GRMZM2G170307,-0.087659991,7.606357534,0.675615788,0.864832985,,,,,,,,,,,,,,,,,,,
GRMZM2G098474,-0.204225453,1.78589895,0.675721528,0.864871337,,,,,,,,,,,,,,,,,,,
GRMZM2G000937,0.184916586,3.603478474,0.675722952,0.864871337,,,,,,,,,,,,,,,,,,,
GRMZM2G062585,-0.280249369,1.192010693,0.675823913,0.864951147,,,,,,,,,,,,,,,,,,,
GRMZM2G021470,-0.165900946,1.962497724,0.675878835,0.864972029,,,,,,,,,,,,,,,,,,,
GRMZM2G045294,-0.160212033,2.296401161,0.67592699,0.864984248,,,,,,,,,,,,,,,,,,,
GRMZM2G140970,0.091992741,3.475288027,0.676072632,0.865094882,,,,,,,,,,,,,,,,,,,
GRMZM2G399844,0.374433997,4.413104156,0.67610696,0.865094882,,,,,,,,,,,,,,,,,,,
GRMZM2G008638,0.141934842,4.584465139,0.676157361,0.865094882,,,,,,,,,,,,,,,,,,,
GRMZM2G123410,-0.140033111,3.485515548,0.67616789,0.865094882,,,,,,,,,,,,,,,,,,,
GRMZM2G558012,0.427615134,0.413557759,0.676242313,0.865117033,,,,,,,,,,,,,,,,,,,
AC225193.3_FG004,0.098756406,3.386501525,0.676262429,0.865117033,,,,,,,,,,,,,,,,,,,
GRMZM2G087069,-0.304148706,0.964653096,0.676348354,0.865133452,,,,,,,,,,,,,,,,,,,
GRMZM2G030839,0.104260358,4.233978333,0.67635249,0.865133452,,,,,,,,,,,,,,,,,,,
GRMZM2G148773,0.130873778,2.320874948,0.676448496,0.86520686,,,,,,,,,,,,,,,,,,,
GRMZM2G011136,0.063097371,6.380909365,0.676545684,0.865253967,,,,,,,,,,,,,,,,,,,
GRMZM2G099758,0.080244159,4.765218625,0.67657091,0.865253967,,,,,,,,,,,,,,,,,,,
GRMZM2G161761,-0.553312206,1.119999032,0.676601183,0.865253967,,,,,,,,,,,,,,,,,,,
GRMZM2G063909,0.183463408,3.931915114,0.676888485,0.865550268,,,,,,,,,,,,,,,,,,,
GRMZM2G371695,-0.153531152,1.596282029,0.676912683,0.865550268,,,,,,,,,,,,,,,,,,,
GRMZM2G080652,0.107044943,3.800093441,0.676993132,0.865550268,,,,,,,,,,,,,,,,,,,
GRMZM2G137528,0.080225816,5.689934661,0.677025903,0.865550268,,,,,,,,,,,,,,,,,,,
GRMZM2G010941,-0.090920687,3.987814369,0.677026041,0.865550268,,,,,,,,,,,,,,,,,,,
GRMZM2G448330,0.187020637,1.8651664,0.677230691,0.865762503,,,,,,,,,,,,,,,,,,,
GRMZM2G104772,0.156978228,3.748160626,0.677388616,0.865914985,,,,,,,,,,,,,,,,,,,
GRMZM2G177974,-0.073085787,5.733004528,0.677436972,0.865927393,,,,,,,,,,,,,,,,,,,
GRMZM2G112483,0.181971583,2.583346257,0.677621296,0.866113592,,,,,,,,,,,,,,,,,,,
GRMZM2G105844,-0.270005387,0.57083847,0.677711794,0.86613379,,,,,,,,,,,,,,,,,,,
GRMZM2G097277,0.223158998,2.012856485,0.677761638,0.86613379,,,,,,,,,,,,,,,,,,,
GRMZM2G087150,-0.195311264,4.075425755,0.677764664,0.86613379,,,,,,,,,,,,,,,,,,,
GRMZM2G084719,0.06872991,6.628904178,0.677845661,0.86613379,,,,,,,,,,,,,,,,,,,
GRMZM2G076911,-0.083115654,4.703569448,0.677854542,0.86613379,,,,,,,,,,,,,,,,,,,
GRMZM2G051208,0.1375508,2.670709185,0.677929489,0.86613379,,,,,,,,,,,,,,,,,,,
GRMZM5G835235,0.107019615,7.976883131,0.677978637,0.86613379,,,,,,,,,,,,,,,,,,,
GRMZM2G162200,0.088937205,9.606629775,0.677996081,0.86613379,,,,,,,,,,,,,,,,,,,
